table,form,weighting,pre_vol_control,covariance,formula,term,coefficient,se,t,p,ci_low,ci_high,n,r_squared
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2024Q1],-0.11891456535466248,,,,,,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2024Q2],-0.03209951189435388,,,,,,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2024Q3],-0.048784661980977154,,,,,,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2024Q4],0.11591528646343563,,,,,,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2025Q1],0.19358211378826923,,,,,,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2025Q2],-0.11715106664460864,0.0304034258611076,-3.853219277978459,0.0010713665010123844,-0.1807861683083265,-0.053515964980890784,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2025Q3],-0.026902147919799026,,,,,,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2025Q4],-0.008621131664547366,0.0320939527818469,-0.2686216846877048,0.791115863376386,-0.07579454683799738,0.05855228350890265,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),Uncertainty_tfidf_z,0.0838270546288357,0.057289280997505986,1.4632240651176092,0.1597533541627085,-0.03608078855870116,0.20373489781637255,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),log_size,-0.09547115118778413,0.016581596036553268,-5.757657524482139,1.50740808134102e-05,-0.1301768305527716,-0.06076547182279666,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),log_turnover,0.33751749421260746,0.04669350913582754,7.2283600110413015,7.306410709579677e-07,0.2397868564065863,0.4352481320186286,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),log_words,-0.01046334090603622,0.0727476522337377,-0.14383063349477695,0.8871487746658928,-0.16272592693297955,0.14179924512090714,1002,0.6124435199712421
Table 5,Pooled,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),pre_return,0.04448474182920422,0.07461107280873865,0.5962217155520386,0.5580643101356747,-0.11167802828469545,0.2006475119431039,1002,0.6124435199712421
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,Intercept,0.976782659951505,0.40162637391638617,2.432068019902646,0.02507177882115925,0.13616899845972308,1.817396321443287,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(form)[T.10-Q],0.03650974478878669,0.029431695189167124,1.2404907211129577,0.22989450117015756,-0.025091501204153398,0.09811099078172678,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2021Q2],-0.2296476164557165,0.04933922231548438,-4.6544636432918605,0.00017281035956143124,-0.33291579558782447,-0.12637943732360848,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2021Q3],0.03820990299888491,,,,,,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2021Q4],0.3343368858428159,0.008447414797896863,39.57860408678583,1.0136489008896043e-19,0.31665624347325305,0.35201752821237875,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2022Q1],0.25910727931911015,0.0208304572863642,12.438866596016787,1.4091359361494758e-10,0.21550863115442506,0.30270592748379527,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2022Q2],0.13219098610877167,0.0014240464673811197,92.82771955600322,1.024425261964829e-26,0.12921042259794782,0.13517154961959552,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2022Q3],-0.008268932246636935,0.02141393947266664,-0.3861471756372355,0.7036777020602007,-0.05308882266257178,0.03655095816929792,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2022Q4],0.027058356473591314,,,,,,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2023Q1],-0.07355558343225385,,,,,,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2023Q2],-0.040957821095339575,0.01704889466829348,-2.402373989177755,0.026673010323774973,-0.07664156773715139,-0.005274074453527754,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2023Q3],-0.02517694953859477,0.02626721325837072,-0.9584933617033581,0.3498529780521873,-0.08015485873063755,0.029800959653448,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2023Q4],0.08384495125885781,0.014818232990687326,5.658228704566263,1.8682406012307418e-05,0.05283003316552247,0.11485986935219315,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2024Q1],-0.03001790123357788,,,,,,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2024Q2],0.04601754524161892,0.013411919323810995,3.4310932037833823,0.0028003172756403526,0.01794607548109889,0.07408901500213895,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2024Q3],0.01779996724302918,0.02514952451601707,0.7077655576228827,0.4876828923751252,-0.034838592525926027,0.07043852701198439,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2024Q4],0.16533775539039466,0.01795443789456464,9.208740276990095,1.9519696476065787e-08,0.1277586849936908,0.20291682578709852,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2025Q1],0.22404490675949573,,,,,,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2025Q2],-0.22378844581959043,0.03921173460566925,-5.7071804670236395,1.680673029994836e-05,-0.30585954956433087,-0.14171734207484998,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2025Q3],0.1014369115271397,,,,,,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,C(quarter)[T.2025Q4],0.07386883160035887,0.03725467939880972,1.982806798834483,0.062035983108695264,-0.004106108520619545,0.15184377172133728,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,Uncertainty_tfidf_z,0.04020226427597889,0.024090180877422276,1.66882367884822,0.11154763846025176,-0.010219063775512995,0.09062359232747078,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,log_size,-0.035862886004488975,0.007968307086045184,-4.5006907511503025,0.0002448004990371646,-0.052540744408493725,-0.01918502760048423,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,log_turnover,0.07340380061687536,0.023100368739472157,3.1776029830834918,0.004956772794660406,0.0250541731794584,0.12175342805429232,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,log_words,-0.01403797087361466,0.03374911018856921,-0.4159508441905324,0.6821064759177864,-0.08467567031316654,0.056599728565937216,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,pre_return,-0.05100483936877631,0.05322298297951919,-0.9583235758958409,0.34993636329195316,-0.16240182299227396,0.06039214425472135,1002,0.7573412746964394
Table 5,Pooled,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter) + log_pre_vol,log_pre_vol,0.6323119183207064,0.04585615912898159,13.789029223799044,2.3963379176290502e-11,0.5363338742209728,0.7282899624204401,1002,0.7573412746964394
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),Intercept,0.036690122482967956,0.12646549211236968,0.29011963556325154,0.77486733534345,-0.228005194560806,0.3013854395267419,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(form)[T.10-Q],-0.010300076730284161,0.008443791778848932,-1.2198402092393,0.2374513893432819,-0.027973136033830098,0.007372982573261775,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2021Q2],0.0035556396975144336,,,,,,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2021Q3],0.023321674638024707,0.0060054415902451525,3.8834237728507612,0.0009999590742476177,0.010752140932297516,0.035891208343751896,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2021Q4],0.014175030583725717,0.005840143564961503,2.4271715970768533,0.025329481453894236,0.0019514696210633977,0.026398591546388038,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2022Q1],0.04186159686540745,0.007898187336274669,5.3001524379076415,4.084495836368361e-05,0.02533050078436148,0.05839269294645341,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2022Q2],-0.00493841490075915,0.005296695555324353,-0.9323577028690933,0.3628490978763764,-0.016024526106930594,0.0061476963054122955,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2022Q3],0.04809618982366545,0.006112075322853277,7.869044028929423,2.1396703165825978e-07,0.035303469150578116,0.06088891049675279,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2022Q4],0.0259401419820527,0.004361836108134704,5.9470693852240455,1.0048748960812678e-05,0.016810714086340044,0.035069569877765355,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2023Q1],0.028974599738124055,0.011448117649004346,2.5309488097935477,0.020364699469329173,0.005013414121061665,0.05293578535518645,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2023Q2],0.0392802900243927,0.003107906791271954,12.638824991375207,1.0736955025811276e-10,0.032775366351401554,0.04578521369738384,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2023Q3],0.015038318264267391,0.0037254372036676594,4.036658636860743,0.0007046480629263773,0.007240888583803355,0.02283574794473143,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2023Q4],0.018178445480888334,0.009819870630057867,1.851189915399243,0.07975068887070745,-0.002374779959000456,0.038731670920777124,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2024Q1],0.028361146845250075,,,,,,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2024Q2],0.07367277964980798,0.011647688512195341,6.325098715738426,4.533721963148546e-06,0.0492938874155278,0.09805167188408816,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2024Q3],0.02478320759168245,,,,,,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2024Q4],0.02996131971229455,0.01023424767737256,2.9275546827479677,0.008638861691791927,0.008540793144781417,0.051381846279807686,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2025Q1],0.02905561583884695,0.005725594024142443,5.0746901922021594,6.730462989672796e-05,0.01707180982054035,0.04103942185715355,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2025Q2],0.039932192016152904,,,,,,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2025Q3],0.008511213822640536,0.009526032895492482,0.8934688674724042,0.38278395407498295,-0.01142700217071006,0.02844942981599113,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),C(quarter)[T.2025Q4],0.005878130131571514,0.001291569914524072,4.551151327907428,0.00021833059590214803,0.0031748432325225478,0.00858141703062048,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),Negative_tfidf_z,-0.0043179531098833015,0.0075812163220698595,-0.5695594118998036,0.5756493229259786,-0.020185621233648407,0.011549715013881802,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),log_pre_vol,-0.032038281449460165,0.016998922658021297,-1.8847242318819677,0.07485802844454556,-0.06761743547172516,0.003540872572804832,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),log_size,-0.0013891280242704395,0.002151641312599377,-0.6456131959058954,0.5262507675075135,-0.005892565047999603,0.0031143089994587238,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),log_turnover,0.014517111864364848,0.008678998545411657,1.672671309760691,0.11077831781777417,-0.0036482408593564736,0.03268246458808617,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),log_words,0.0017323070852802733,0.011159566028579516,0.15523068557001726,0.8782767060073545,-0.021624933049294453,0.025089547219855002,1002,0.0403261336671662
Table 6,Pooled,tfidf,True,Firm and quarter clusters,filing_return ~ Negative_tfidf_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(form) + C(quarter),pre_return,0.013982661517139016,0.023501144951211823,0.5949778849569628,0.5588783624174014,-0.03520580017188371,0.06317112320616174,1002,0.0403261336671662
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),Intercept,0.43706371221317175,1.4308520989753997,0.30545694591785066,0.7633394138299638,-2.557744149242958,3.4318715736693015,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2021Q2],-0.05638139726845415,0.08306579477499045,-0.6787558876813339,0.5054769225863599,-0.23024010383105314,0.11747730929414485,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2021Q3],0.40348794515653896,0.06495057814418057,6.212230232359997,5.738844512023266e-06,0.2675448227530425,0.5394310675600354,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2021Q4],0.4375899324043119,0.038611756611016734,11.333074970214083,6.763166499704807e-10,0.3567745970344948,0.518405267774129,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q1],0.4193227105840676,,,,,,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q2],0.08166795614479264,0.0670813252915377,1.2174469688823373,0.23833930445643475,-0.05873487129198421,0.22207078358156948,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q3],0.5368445587184199,0.05162235243211384,10.399459409068953,2.790123817780534e-09,0.4287977333328623,0.6448913841039774,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q4],0.012325499115342309,0.041394644595663395,0.2977558869205404,0.7691208349385861,-0.07431448774706408,0.0989654859777487,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q1],0.038455263315292636,,,,,,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q2],0.004651483211817686,0.057167438790634614,0.08136595429529213,0.9360019301223746,-0.11500134130589519,0.12430430772953056,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q3],-0.15102629163029724,0.05957423684561419,-2.535094020955397,0.020186787032406887,-0.2757166023711855,-0.026335980889408972,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q4],0.07282325748072921,0.05607244887227011,1.2987350997745168,0.20957666849997997,-0.04453772679851217,0.1901842417599706,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q1],-0.08949173545548926,,,,,,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q2],-0.25830382798421164,,,,,,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q3],0.07120778023296148,0.06472769678106538,1.100112992955926,0.2850264729595965,-0.0642688461162556,0.20668440658217857,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q4],0.2666641975070343,0.059375282390761744,4.491165124100948,0.00025015014547328634,0.1423903032258839,0.3909380917881847,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q1],0.21253233887655576,,,,,,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q2],-0.2387055980023508,0.025299261661619523,-9.435279226527046,1.3311853158555037e-08,-0.2916575612188904,-0.18575363478581122,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q3],-0.1644042557467229,0.07242925251993572,-2.2698598981326175,0.03504696577336688,-0.316000423513762,-0.01280808797968383,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q4],0.1566307877855596,0.06597555379459398,2.374073104004682,0.02828739735091905,0.018542366690565026,0.2947192088805542,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),Uncertainty_proportional_z,0.14981566888155007,0.0741247969605558,2.0211275446902315,0.057584558327200885,-0.005329314185025108,0.30496065194812527,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),log_size,-0.06520817567189519,0.029554848716096573,-2.206344424168228,0.03986758757619257,-0.12706718495908384,-0.003349166384706538,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),log_turnover,0.36279567609573654,0.045862841346195546,7.910449188203894,1.980153081396818e-07,0.26680364595463735,0.45878770623683574,248,0.647969337469426
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),log_words,0.17404974857432196,0.09861708004758818,1.7649047050504167,0.09364881664504104,-0.03235817214078979,0.3804576692894337,248,0.647969337469426
