table,form,weighting,pre_vol_control,covariance,formula,term,coefficient,se,t,p,ci_low,ci_high,n,r_squared
Table 5,10-K,proportional,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter),pre_return,0.28399975730755406,0.09846671683867812,2.8842208456370284,0.009502299607456292,0.07790655040558908,0.49009296420951903,248,0.647969337469426
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,Intercept,-0.7038311443568936,0.9597020998049003,-0.7333850207267202,0.47227643667428915,-2.7125107243147135,1.3048484356009262,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2021Q2],0.09768293296522124,0.046738798992300316,2.089975246931642,0.0503023398957294,-0.00014249759981814492,0.19550836353026063,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2021Q3],0.7478689771485536,0.049387053655096186,15.143016677436112,4.657327227048515e-12,0.6445006858720835,0.8512372684250237,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2021Q4],0.3425012524368351,0.021915448264754073,15.6283023873926,2.668574776454861e-12,0.296631692055564,0.3883708128181062,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2022Q1],0.3434465294713935,0.033440015153558274,10.270525533384758,3.4178256312778734e-09,0.27345577337521765,0.4134372855675693,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2022Q2],0.09387075922590715,0.055171887075982404,1.70142375403308,0.1051714590851321,-0.021605327551222908,0.2093468460030372,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2022Q3],0.2598468098472675,0.04525605444943672,5.74170269610195,1.5600990371758235e-05,0.16512479927698426,0.3545688204175507,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2022Q4],-0.14672010184485879,0.033685324464566395,-4.355608983348037,0.0003404212008876534,-0.21722429622974493,-0.07621590745997264,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2023Q1],-0.020201419201819983,,,,,,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2023Q2],0.11483984565436076,0.05997352896239039,1.9148422252486965,0.07069145158556175,-0.010686193091675705,0.24036588440039722,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2023Q3],-0.05301510300459622,0.03556105444774028,-1.4908192073580389,0.1524246492643737,-0.1274452453638402,0.021415039354647752,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2023Q4],0.10858788348868242,0.045311649607668335,2.3964672314712088,0.02700269360562294,0.013749510914911792,0.20342625606245307,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2024Q1],-0.009959016863928749,0.016424952027009977,-0.6063346089262036,0.5514689175861709,-0.04433683654896314,0.024418802821105645,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2024Q2],-0.07321472578263497,,,,,,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2024Q3],-0.025898728040748442,0.042769343519050894,-0.6055442031559891,0.5519829072851998,-0.11541599281737407,0.06361853673587718,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2024Q4],0.05739112529703025,0.04629324931432237,1.2397298990043972,0.23016960248590446,-0.03950175907456742,0.15428400966862793,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2025Q1],0.2673611975865791,0.02720770977704803,9.826670446629086,6.970001254121448e-09,0.21041480655785746,0.32430758861530073,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2025Q2],-0.28693699438832415,0.05206715518073556,-5.510902091583612,2.5730679077379936e-05,-0.39591480262621387,-0.17795918615043443,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2025Q3],-0.11255561647207923,0.05990843693432291,-1.878794076959026,0.07570349524941897,-0.23794541603762026,0.012834183093461793,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2025Q4],0.159228466303941,0.05776923170936522,2.7562849910314418,0.01256255820721125,0.03831607473155238,0.2801408578763296,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,Uncertainty_proportional_z,0.06950433057476,0.06979636891362406,0.9958158519789838,0.33185367557754486,-0.07658114847181148,0.2155898096213315,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,log_size,-0.014175529146549107,0.01638454115999443,-0.8651770597739415,0.39773430577152324,-0.04846876791486046,0.02011770962176225,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,log_turnover,0.0816268922656848,0.02689790338916572,3.0346934883617553,0.006816761298233771,0.025328933459010175,0.1379248510723594,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,log_words,0.09442454439410702,0.07621785943131626,1.2388768865806015,0.23047833899334266,-0.06510126877114908,0.2539503575593631,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,pre_return,0.1653659949913455,0.10383628961784078,1.5925645610023118,0.12775844189571745,-0.051965856899303,0.382697846881994,248,0.7959576201394252
Table 5,10-K,proportional,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_proportional_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,log_pre_vol,0.5934480465206317,0.05758682509331216,10.305274610278031,3.235351681502606e-09,0.4729174363833253,0.713978656657938,248,0.7959576201394252
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),Intercept,0.1500856996803639,0.15724358892265516,0.9544789756368885,0.3518281713320683,-0.17902891433624524,0.479200313696973,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2021Q2],-0.10567021798462276,0.009479128162864508,-11.147672672957103,8.898171525708969e-10,-0.1255102612443174,-0.0858301747249281,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2021Q3],0.013779244133698408,0.01431514559695614,0.9625640228645888,0.3478578730646178,-0.016182699943087984,0.0437411882104848,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2021Q4],0.010563486651262154,0.009120778207708805,1.1581782179873625,0.26114278877122526,-0.008526521532395475,0.02965349483491978,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q1],0.040606374240834166,0.013536713116583166,2.9997218594438024,0.007366259188479304,0.012273708070201134,0.0689390404114672,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q2],0.01470743945781965,0.003957412091738007,3.716428594465751,0.0014638760036092522,0.0064244807566057,0.0229903981590336,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q3],0.07035467783030872,0.010126205628034391,6.947782853187561,1.273067910512236e-06,0.04916028587094794,0.0915490697896695,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q4],0.06840611902869173,0.009976620211961785,6.856642587905075,1.5281933066846213e-06,0.0475248129433596,0.08928742511402386,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q1],0.02967027312145699,0.018200326014681287,1.6302055851924562,0.11952429497920829,-0.008423447025344252,0.06776399326825823,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q2],0.07399976275462218,0.01177637177915899,6.283748861052591,4.941683592090011e-06,0.04935153334718724,0.09864799216205712,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q3],0.02942513472403581,0.009524213887810263,3.089507971014395,0.006034561788656065,0.009490725957519253,0.04935954349055237,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q4],0.01821572336865652,0.010212882336387511,1.7836025882483404,0.09047027101929178,-0.003160085026244267,0.039591531763557314,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q1],0.026504843684240057,,,,,,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q2],-0.021842443136267715,0.019973260592432967,-1.093584246557265,0.28780887041497893,-0.06364695800119546,0.019962071728660033,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q3],0.04697452232532359,0.005863916307720853,8.010776392472307,1.6427687034378816e-07,0.03470120444022669,0.0592478402104205,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q4],0.054873746363455905,0.009531177653724868,5.757289220394582,1.5086035898514185e-05,0.03492476226737081,0.07482273045954099,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q1],0.03095180172101253,0.006340020069254933,4.881972199285155,0.0001035343041361098,0.017681987210630523,0.044221616231394534,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q2],0.2549002129127278,0.01299319381893918,19.61797972575298,4.520782096776537e-14,0.22770514570609873,0.28209528011935686,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q3],0.008306994479918433,0.010757803335533663,0.7721831512275315,0.44950488052936177,-0.014209346673947462,0.030823335633784327,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q4],0.07204549779715146,0.013904320029818087,5.181518955450427,5.308830888871054e-05,0.042943421514550946,0.10114757407975197,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),Negative_proportional_z,-0.00574270924690424,0.018433763112716325,-0.3115321170066841,0.7587886200710395,-0.04432501885508409,0.03283960036127561,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),log_pre_vol,-0.03457122876024667,0.020388353114487286,-1.6956361588460767,0.1062801160584247,-0.07724454225863911,0.008102084738145783,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),log_size,-0.003187478804405327,,,,,,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),log_turnover,0.011075122398633765,0.013197446168811439,0.8391867833343994,0.4117991664252676,-0.016547449889447355,0.038697694686714884,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),log_words,-0.0070369473324407,0.015475074881798006,-0.45472783726026766,0.6544577553838483,-0.039426651303813745,0.02535275663893234,248,0.09071027767957285
Table 6,10-K,proportional,True,Firm and quarter clusters,filing_return ~ Negative_proportional_z + log_pre_vol + log_size + log_turnover + log_words + pre_return + C(quarter),pre_return,-0.0036036351763123666,0.03543828032466791,-0.10168764238269047,0.9200700918282023,-0.07777680834270699,0.07056953799008227,248,0.09071027767957285
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),Intercept,3.517095807012758,2.004227972867373,1.7548381993596178,0.09539980939910891,-0.6778015507166573,7.711993164742173,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2021Q2],-0.07489602309227728,0.08122115264326332,-0.9221246024571079,0.3680254993592976,-0.2448938493013964,0.09510180311684185,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2021Q3],0.43781207200277605,0.06862983587710302,6.37932564470613,4.050687136887153e-06,0.2941681746619051,0.581455969343647,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2021Q4],0.4861000781008942,0.04308744772342768,11.281709727183259,7.294786799060206e-10,0.39591701357269954,0.5762831426290889,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q1],0.40104206428442674,,,,,,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q2],0.11056702869815632,0.0665427937175066,1.6615928265282238,0.1130057437413017,-0.02870863920011507,0.24984269659642772,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q3],0.5663916222310068,0.054001139718186375,10.488512375605636,2.427794052554889e-09,0.4533659378353788,0.6794173066266348,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2022Q4],0.05870520166494331,0.028576341605409773,2.0543288037202725,0.05396194967618803,-0.0011057687021682958,0.11851617203205492,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q1],0.028068840344995752,,,,,,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q2],0.04391705192403446,0.05696012177856174,0.7710140103767064,0.45018111560255897,-0.07530185310052184,0.16313595694859076,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q3],-0.11242056117987786,0.06284745664052889,-1.7887845775986488,0.08960611267690553,-0.24396179968688803,0.019120677327132296,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2023Q4],0.152729033359358,0.0379572872665264,4.023707813652058,0.0007258036708630873,0.07328351807043205,0.23217454864828396,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q1],-0.07173256878267285,,,,,,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q2],-0.20013810157693457,,,,,,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q3],0.1371845532994027,0.06731151728733215,2.0380546870426954,0.05571118000769092,-0.003700071521704179,0.2780691781205096,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2024Q4],0.3740546285480226,0.03983986530879745,9.388953141501304,1.4388511450458362e-08,0.2906688321323225,0.4574404249637228,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q1],0.23903025660012156,,,,,,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q2],-0.21593311957127598,,,,,,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q3],-0.13694599867527768,0.07072367176884772,-1.9363530660974462,0.06784262479686527,-0.2849723449035538,0.011080347552998415,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),C(quarter)[T.2025Q4],0.20524179743269827,0.05364256641745791,3.8260995164821674,0.0011398022780987936,0.09296661558076352,0.317516979284633,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),Uncertainty_tfidf_z,0.14199161809525124,0.0657893512133952,2.158276612801445,0.043911680301092854,0.0042929234816986295,0.27969031270880385,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),log_size,-0.07476096287211942,0.030038067635734522,-2.488873910889684,0.02225597487650947,-0.1376313609816555,-0.01189056476258335,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),log_turnover,0.39004514749426233,0.04348419310129378,8.969814538944666,2.9425270790370927e-08,0.29903168534671865,0.481058609641806,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),log_words,-0.09202342725741552,0.17099568734976733,-0.5381622699593818,0.596713670146335,-0.4499215140805611,0.26587465956573003,248,0.6458931104550365
Table 5,10-K,tfidf,False,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter),pre_return,0.2864682278102995,0.09647205271578117,2.969442649409265,0.007876452919583396,0.08454990089802311,0.4883865547225759,248,0.6458931104550365
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,Intercept,0.8205781556911647,1.1596560103685358,0.7076047969004076,0.4877804847504903,-1.606609768849352,3.2477660802316812,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2021Q2],0.08908254152038164,0.045841876595491826,1.9432568676549813,0.06695016325958658,-0.006865608893200023,0.18503069193396332,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2021Q3],0.7658319915860061,0.051450047656723626,14.884961753498496,6.301744993984871e-12,0.6581458042400298,0.8735181789319825,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2021Q4],0.3656652371846849,0.020938953564005144,17.463395965177426,3.6902557351295404e-13,0.32183950370108355,0.40949097066828627,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2022Q1],0.33361084452578105,0.03471665668092901,9.609532611158503,9.958014143424334e-09,0.2609480470039617,0.4062736420476004,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2022Q2],0.10736066381178996,0.052000064123704684,2.0646256042374507,0.052880913912533245,-0.0014767212298984478,0.21619804885347838,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2022Q3],0.27356817741125816,0.04668238045481578,5.860201959410507,1.2096137655413543e-05,0.17586083220228846,0.3712755226202279,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2022Q4],-0.12583903225395426,0.03183042307859709,-3.9534200328794546,0.0008522123078487832,-0.19246087341945134,-0.059217191088457174,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2023Q1],-0.02585331435260211,,,,,,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2023Q2],0.13382656698897,0.04974458265296479,2.690274193726579,0.014489977829959567,0.029709958919812415,0.23794317505812757,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2023Q3],-0.03354481815269583,0.04155869666829421,-0.8071672319379474,0.4295594211661505,-0.12052816994929405,0.053438533643902386,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2023Q4],0.14594224278679857,0.029940443171944053,4.874418255891248,0.00010530372695197258,0.08327617502827467,0.20860831054532247,248,0.795846514545848
Table 5,10-K,tfidf,True,Firm and quarter clusters,log_post_vol ~ Uncertainty_tfidf_z + log_size + log_turnover + log_words + pre_return + C(quarter) + log_pre_vol,C(quarter)[T.2024Q1],-0.0016603829906479822,,,,,,248,0.795846514545848
